latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
51.17,3.813,307.6,1.1,1.1,2017-11-09,1110,Terra,MODIS,57,6.0NRT,276.2,13.4,D
51.171,3.819,305.5,2.4,1.5,2017-11-12,1140,Terra,MODIS,53,6.0NRT,279.1,36.9,D
51.169,3.815,305.3,1,1,2017-11-17,2130,Terra,MODIS,64,6.0NRT,276.7,11.1,N
51.169,3.819,320,1.3,1.1,2017-11-19,0220,Aqua,MODIS,100,6.0NRT,277.1,31.8,N
51.167,3.815,307.4,1.4,1.2,2017-12-01,1030,Terra,MODIS,49,6.0NRT,276.6,19.3,D
51.172,3.818,310.1,1,1,2017-12-16,0200,Aqua,MODIS,79,6.0NRT,274.8,15,N
51.168,3.822,304.4,1.3,1.1,2017-12-17,1215,Aqua,MODIS,0,6.0NRT,271.2,13.7,D
51.175,3.817,315.9,1.3,1.1,2017-10-15,1115,Terra,MODIS,66,6.0NRT,294.5,17.2,D
51.176,3.815,310.9,1.4,1.2,2017-10-17,0135,Aqua,MODIS,81,6.0NRT,285.6,19.6,N
51.174,3.818,301,1.7,1.3,2017-11-01,0230,Aqua,MODIS,36,6.0NRT,272.5,19.3,N
51.18,3.819,300.6,1.4,1.2,2017-11-02,0135,Aqua,MODIS,31,6.0NRT,281.4,11.6,N
51.177,3.82,306.9,1,1,2017-11-07,0155,Aqua,MODIS,50,6.0NRT,275,11.7,N
51.176,3.845,301.8,2.2,1.4,2017-11-13,0120,Aqua,MODIS,44,6.0NRT,275.8,30.7,N
51.175,3.815,310.8,1,1,2017-12-09,0155,Aqua,MODIS,81,6.0NRT,274.6,15.6,N
51.166,3.813,321.4,1.3,1.1,2017-11-12,2110,Terra,MODIS,100,6.0NRT,277.6,34,N
