latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
66.31,14.182,300.9,1,1,2017-10-01,1055,Terra,MODIS,42,6.0NRT,282.1,7.2,D
59.004,9.97,303.2,1.5,1.2,2017-10-09,1010,Terra,MODIS,55,6.0NRT,282.4,14.2,D
